FECHA;CIERRE;APERTURA;MAX;MIN;Vol.
01.02.2019;9019.4;9.058.60;9.078.70;8.942.40;286.84M
31.01.2019;9056.7;9.103.80;9.117.10;8.981.70;222.89M
30.01.2019;9071.5;9.123.90;9.142.10;9.034.10;154.21M
29.01.2019;9119.1;9.064.60;9.163.80;9.034.10;144.38M
28.01.2019;9062.4;9.149.50;9.181.50;9.048.90;134.49M
25.01.2019;9185.2;9.206.90;9.225.40;9.164.60;161.49M
24.01.2019;9150;9.150.00;9.205.40;9.088.00;163.42M
23.01.2019;9128.8;9.011.90;9.169.70;9.006.40;135.90M
22.01.2019;9037.5;9.009.00;9.055.60;9.001.10;143.28M
21.01.2019;9053.8;9.064.80;9.070.60;9.033.20;90.49M
18.01.2019;9069.1;8.962.30;9.080.80;8.950.90;203.55M
17.01.2019;8908.6;8.868.10;8.939.10;8.850.60;152.92M
16.01.2019;8912.7;8.869.50;8.912.70;8.836.70;176.32M
15.01.2019;8850.1;8.878.40;8.915.90;8.768.20;136.52M
14.01.2019;8818.6;8.819.20;8.840.40;8.751.20;126.00M
11.01.2019;8877.1;8.855.90;8.900.40;8.836.00;151.62M
10.01.2019;8856.8;8.790.00;8.856.80;8.784.50;148.19M
09.01.2019;8823.6;8.887.40;8.892.90;8.807.00;160.46M
08.01.2019;8847.3;8.783.10;8.895.90;8.773.40;160.82M
07.01.2019;8776.3;8.781.20;8.783.50;8.710.40;128.76M
04.01.2019;8737.8;8.593.80;8.774.30;8.588.10;169.09M
03.01.2019;8523.3;8.497.50;8.590.90;8.488.10;135.07M
02.01.2019;8550;8.448.30;8.582.40;8.354.80;130.76M
31.12.2018;8539.9;8.510.80;8.583.30;8.490.70;64.73M
28.12.2018;8493.7;8.386.20;8.513.40;8.378.70;143.83M
27.12.2018;8363.9;8.555.60;8.557.70;8.286.20;211.96M
24.12.2018;8480.6;8.490.20;8.528.40;8.471.20;53.51M
21.12.2018;8556.8;8.563.20;8.598.40;8.468.40;389.12M
20.12.2018;8596.5;8.647.80;8.698.50;8.567.00;231.92M
19.12.2018;8769.1;8.720.10;8.804.20;8.717.80;188.36M
18.12.2018;8700.8;8.781.10;8.802.10;8.700.80;225.82M
17.12.2018;8812.5;8.862.90;8.906.20;8.807.90;173.09M
14.12.2018;8886.1;8.865.90;8.908.00;8.787.60;151.98M
13.12.2018;8926.3;8.915.80;8.974.90;8.868.60;216.18M
12.12.2018;8853.4;8.724.90;8.887.70;8.718.10;219.18M
11.12.2018;8735.5;8.709.40;8.826.40;8.671.90;210.51M
10.12.2018;8660;8.771.00;8.804.60;8.644.00;174.11M
07.12.2018;8815.5;8.819.60;8.914.60;8.805.20;164.63M
06.12.2018;8764.5;8.926.00;8.927.40;8.743.70;214.51M
05.12.2018;9012.2;8.983.70;9.048.50;8.945.50;136.51M
04.12.2018;9061.7;9.148.50;9.170.80;9.057.70;164.52M
03.12.2018;9179.6;9.239.80;9.262.10;9.159.10;167.66M
30.11.2018;9077.2;9.112.40;9.117.80;9.046.20;207.83M
29.11.2018;9098.9;9.168.90;9.199.60;9.080.70;145.11M
28.11.2018;9102.7;9.120.40;9.163.10;9.096.80;148.53M
27.11.2018;9085.6;9.091.70;9.156.40;9.033.00;173.49M
26.11.2018;9091.2;8.984.00;9.104.60;8.984.00;173.69M
23.11.2018;8916.7;8.903.20;8.951.10;8.867.70;94.33M
22.11.2018;8906.2;8.917.40;8.947.60;8.878.70;118.00M
21.11.2018;8960.6;8.905.70;8.979.20;8.896.30;145.08M
20.11.2018;8866.5;8.970.70;8.977.00;8.829.60;176.40M
19.11.2018;9006.3;9.073.80;9.138.30;9.006.30;123.71M
16.11.2018;9056.8;9.111.60;9.131.50;9.015.90;202.08M
15.11.2018;9073.5;9.133.70;9.189.80;9.018.60;184.70M
14.11.2018;9106.6;9.097.80;9.176.40;9.036.70;139.66M
13.11.2018;9145.4;9.097.20;9.163.30;9.074.50;153.90M
12.11.2018;9076.3;9.174.80;9.180.60;9.068.30;141.48M
09.11.2018;9134.8;9.117.70;9.156.80;9.079.70;203.27M
08.11.2018;9177;9.182.70;9.232.30;9.147.80;147.22M
07.11.2018;9167.9;9.165.20;9.174.20;9.117.70;249.73M
06.11.2018;8988.9;9.002.30;9.013.10;8.911.30;146.18M
05.11.2018;9010.7;9.005.40;9.065.30;9.002.20;142.75M
02.11.2018;8993;9.058.70;9.073.50;8.976.50;173.42M
01.11.2018;8954.8;8.882.50;8.985.30;8.875.80;169.06M
31.10.2018;8893.5;8.911.50;8.962.60;8.883.80;299.96M
30.10.2018;8806.1;8.849.50;8.874.00;8.776.20;194.83M
29.10.2018;8821.2;8.775.70;8.882.70;8.752.90;184.72M
26.10.2018;8730.4;8.746.10;8.746.10;8.627.60;234.58M
25.10.2018;8785.2;8.639.50;8.797.90;8.637.50;253.39M
24.10.2018;8677.4;8.767.00;8.805.50;8.677.40;201.04M
23.10.2018;8726.1;8.715.40;8.781.90;8.681.70;249.66M
22.10.2018;8806.5;8.997.70;9.013.10;8.796.30;197.33M
19.10.2018;8892.1;8.874.70;8.960.20;8.768.60;349.74M
18.10.2018;8889.6;8.970.70;9.063.80;8.887.90;313.57M
17.10.2018;8997.2;9.113.40;9.140.30;8.967.10;185.71M
16.10.2018;9074.7;8.967.80;9.096.80;8.934.00;200.18M
15.10.2018;8923.7;8.883.10;8.936.50;8.849.40;169.65M
12.10.2018;8902;9.094.70;9.098.10;8.897.50;168.95M
11.10.2018;9007.9;9.018.40;9.121.00;8.970.80;238.99M
10.10.2018;9162.9;9.243.20;9.273.00;9.158.80;177.15M
09.10.2018;9260.5;9.231.70;9.283.30;9.136.20;171.34M
08.10.2018;9199.2;9.227.10;9.243.00;9.167.40;140.67M
05.10.2018;9253.9;9.318.10;9.318.10;9.239.90;133.29M
04.10.2018;9314.5;9.349.00;9.378.70;9.304.70;170.70M
03.10.2018;9361.1;9.360.60;9.424.70;9.300.80;156.82M
02.10.2018;9305.5;9.349.10;9.356.10;9.285.10;187.25M
01.10.2018;9407;9.384.30;9.475.20;9.367.60;155.28M
28.09.2018;9389.2;9.468.00;9.468.90;9.299.60;243.63M
27.09.2018;9527.5;9.492.50;9.542.80;9.406.80;151.51M
26.09.2018;9524.8;9.519.60;9.530.30;9.471.10;136.92M
25.09.2018;9493.6;9.524.80;9.568.00;9.480.40;141.86M
24.09.2018;9512.8;9.549.90;9.586.00;9.499.90;142.11M
21.09.2018;9590.4;9.614.30;9.665.40;9.563.30;408.47M
20.09.2018;9583.7;9.489.50;9.607.00;9.488.30;232.06M
19.09.2018;9486.3;9.464.40;9.502.90;9.422.40;205.65M
18.09.2018;9447.5;9.406.70;9.453.60;9.385.80;141.91M
17.09.2018;9404.6;9.350.30;9.434.40;9.349.90;147.15M
14.09.2018;9365.3;9.359.40;9.378.30;9.324.20;132.23M
13.09.2018;9329.2;9.308.00;9.387.10;9.296.70;159.38M
12.09.2018;9306.8;9.286.50;9.319.70;9.248.70;130.32M
11.09.2018;9284.1;9.301.10;9.302.50;9.211.80;122.17M
10.09.2018;9270.8;9.173.00;9.300.90;9.161.00;144.74M
07.09.2018;9171.2;9.209.20;9.237.90;9.111.10;162.08M
06.09.2018;9208.7;9.267.70;9.291.80;9.208.20;160.95M
05.09.2018;9301.3;9.353.20;9.377.60;9.301.30;180.70M
04.09.2018;9376.3;9.414.70;9.436.10;9.308.70;159.84M
03.09.2018;9376.1;9.387.70;9.421.60;9.356.10;89.35M
31.08.2018;9399.1;9.466.30;9.470.60;9.375.10;172.66M
30.08.2018;9467.6;9.546.10;9.574.10;9.445.10;144.31M
29.08.2018;9569.5;9.585.70;9.597.10;9.502.30;104.42M
28.08.2018;9606.5;9.667.60;9.671.10;9.598.40;114.91M
27.08.2018;9659.8;9.631.60;9.662.70;9.596.20;79.60M
24.08.2018;9589.5;9.559.70;9.625.80;9.559.70;99.42M
23.08.2018;9567.3;9.592.50;9.630.20;9.556.20;93.56M
22.08.2018;9580.2;9.535.50;9.595.40;9.512.40;114.12M
21.08.2018;9549;9.465.90;9.591.00;9.459.40;110.66M
20.08.2018;9468.6;9.448.90;9.512.50;9.437.10;95.32M
17.08.2018;9417.3;9.450.30;9.457.00;9.357.60;141.12M
16.08.2018;9427.4;9.440.80;9.458.90;9.384.70;138.15M
15.08.2018;9386.8;9.537.00;9.547.60;9.339.50;163.61M
14.08.2018;9507;9.574.80;9.596.30;9.476.90;164.12M
13.08.2018;9530.4;9.543.80;9.558.40;9.475.10;177.47M
10.08.2018;9602.1;9.669.60;9.675.60;9.557.40;224.94M
09.08.2018;9754.6;9.745.20;9.756.70;9.693.20;108.33M
08.08.2018;9747.1;9.763.90;9.794.00;9.700.40;107.99M
07.08.2018;9772.8;9.751.80;9.813.60;9.743.40;101.97M
06.08.2018;9722.7;9.758.40;9.788.40;9.699.30;114.09M
03.08.2018;9739.8;9.710.30;9.762.70;9.671.20;146.43M
02.08.2018;9698.2;9.765.90;9.783.80;9.666.60;196.96M
01.08.2018;9799.3;9.871.10;9.902.30;9.795.10;136.28M
31.07.2018;9870.7;9.846.20;9.924.40;9.843.50;203.08M
30.07.2018;9854.1;9.827.90;9.905.30;9.825.10;140.60M
27.07.2018;9867.9;9.781.60;9.896.00;9.775.90;230.69M
26.07.2018;9780;9.741.20;9.789.70;9.732.50;184.76M
25.07.2018;9703.1;9.769.80;9.771.70;9.686.20;149.29M
24.07.2018;9773.1;9.775.90;9.820.10;9.753.90;160.66M
23.07.2018;9726.1;9.699.70;9.747.60;9.661.40;116.98M
20.07.2018;9724.8;9.710.40;9.751.30;9.654.30;162.18M
19.07.2018;9721.1;9.748.90;9.796.70;9.696.20;147.19M
18.07.2018;9753.2;9.739.10;9.753.20;9.672.70;143.48M
17.07.2018;9719.4;9.716.40;9.759.50;9.643.90;175.05M
16.07.2018;9716.9;9.733.60;9.781.10;9.697.10;113.17M
13.07.2018;9734.8;9.807.50;9.807.50;9.717.60;132.53M
12.07.2018;9767.4;9.774.80;9.784.80;9.694.40;128.90M
11.07.2018;9733.6;9.822.50;9.833.40;9.733.60;175.89M
10.07.2018;9889.3;9.935.60;9.938.00;9.873.30;147.68M
09.07.2018;9927;9.923.50;9.971.60;9.912.70;130.08M
06.07.2018;9905;9.905.00;9.926.90;9.833.20;166.58M
05.07.2018;9866.2;9.773.50;9.919.50;9.773.50;184.52M
04.07.2018;9757.5;9.643.80;9.767.20;9.642.80;137.32M
03.07.2018;9660.9;9.591.60;9.693.40;9.556.10;134.42M
02.07.2018;9558.3;9.526.30;9.591.00;9.443.50;153.11M
29.06.2018;9622.7;9.671.10;9.741.30;9.620.30;200.36M
28.06.2018;9589;9.603.60;9.669.20;9.541.90;144.70M
27.06.2018;9658.6;9.636.60;9.723.90;9.506.60;182.58M
26.06.2018;9637.4;9.670.30;9.699.80;9.619.10;158.75M
25.06.2018;9617.9;9.711.40;9.737.90;9.617.90;151.25M
22.06.2018;9792.1;9.738.90;9.799.50;9.724.90;155.31M
21.06.2018;9702.1;9.824.40;9.844.00;9.683.40;161.70M
20.06.2018;9788.9;9.835.00;9.876.80;9.788.90;164.70M
19.06.2018;9755.4;9.656.60;9.782.60;9.598.50;172.89M
18.06.2018;9769.4;9.818.00;9.859.50;9.717.00;145.64M
15.06.2018;9851;9.980.10;9.985.90;9.798.90;377.07M
14.06.2018;9957.7;9.862.40;9.973.90;9.836.50;180.25M
13.06.2018;9899.1;9.900.20;9.923.90;9.838.30;172.85M
12.06.2018;9914.4;9.940.60;9.961.60;9.901.60;158.18M
11.06.2018;9898.3;9.835.00;9.915.20;9.799.10;199.95M
08.06.2018;9746.3;9.762.70;9.772.20;9.713.20;176.05M
07.06.2018;9829;9.844.20;9.940.60;9.814.80;190.78M
06.06.2018;9791.6;9.702.70;9.793.80;9.654.40;202.43M
05.06.2018;9686.4;9.730.60;9.812.90;9.686.40;183.42M
04.06.2018;9750.3;9.716.30;9.830.70;9.686.80;193.67M
01.06.2018;9632.4;9.544.70;9.677.50;9.529.00;238.95M
31.05.2018;9465.5;9.625.10;9.649.00;9.400.30;355.89M
30.05.2018;9566.2;9.553.00;9.618.30;9.477.20;283.88M
29.05.2018;9521.3;9.668.40;9.668.40;9.447.60;364.03M
28.05.2018;9764.4;9.891.40;9.921.40;9.732.60;155.74M
25.05.2018;9826.5;10.031.00;10.053.10;9.722.80;298.27M
24.05.2018;9996;10.045.50;10.092.50;9.964.00;155.88M
23.05.2018;10025;10.101.80;10.101.80;9.957.80;157.92M
22.05.2018;10138.8;10.081.50;10.156.40;10.060.80;145.40M
21.05.2018;10066.5;10.155.20;10.155.90;10.055.80;110.38M
18.05.2018;10112.4;10.209.30;10.221.00;10.088.40;249.55M
17.05.2018;10216.4;10.120.80;10.216.40;10.108.50;153.62M
16.05.2018;10111;10.189.80;10.194.20;10.089.80;212.00M
15.05.2018;10207.6;10.237.90;10.265.00;10.159.10;152.74M
14.05.2018;10257.8;10.277.20;10.291.40;10.215.30;108.96M
11.05.2018;10271.4;10.245.20;10.284.50;10.242.10;120.33M
10.05.2018;10246.6;10.243.30;10.257.10;10.191.10;116.75M
09.05.2018;10221.2;10.163.70;10.222.70;10.138.90;133.26M
08.05.2018;10168.1;10.135.10;10.180.50;10.091.90;177.96M
07.05.2018;10140.9;10.114.20;10.148.60;10.106.30;89.76M
04.05.2018;10104.1;10.047.10;10.104.10;10.029.40;162.05M
03.05.2018;10038.8;10.080.70;10.095.20;10.017.60;140.96M
02.05.2018;10088.9;9.982.60;10.098.90;9.981.40;157.39M
30.04.2018;9980.6;9.924.00;9.995.40;9.916.10;142.92M
27.04.2018;9925.4;9.894.20;9.947.30;9.883.80;139.09M
26.04.2018;9902.3;9.871.50;9.914.70;9.856.70;131.27M
25.04.2018;9858;9.829.20;9.858.40;9.793.00;161.12M
24.04.2018;9883.4;9.922.70;9.939.40;9.848.40;188.82M
23.04.2018;9922;9.898.60;9.922.00;9.862.60;118.07M
20.04.2018;9884.2;9.864.40;9.908.00;9.847.10;139.38M
19.04.2018;9868;9.861.80;9.902.70;9.838.80;120.80M
18.04.2018;9857.3;9.814.50;9.871.30;9.800.30;146.90M
17.04.2018;9803.9;9.785.40;9.824.40;9.762.30;112.40M
16.04.2018;9766.1;9.768.70;9.796.50;9.747.30;100.40M
13.04.2018;9767.3;9.764.00;9.858.90;9.744.40;137.08M
12.04.2018;9747;9.733.00;9.767.60;9.706.10;127.53M
11.04.2018;9735.8;9.742.60;9.786.30;9.717.30;122.93M
10.04.2018;9763.5;9.798.50;9.806.00;9.738.70;125.80M
09.04.2018;9742.8;9.735.10;9.790.20;9.716.80;99.21M
06.04.2018;9682.8;9.688.30;9.734.20;9.658.90;114.95M
05.04.2018;9740.9;9.637.50;9.761.80;9.616.70;162.49M
04.04.2018;9513.3;9.555.50;9.560.40;9.417.30;151.22M
03.04.2018;9549.6;9.532.10;9.577.50;9.500.00;129.87M
29.03.2018;9600.4;9.595.60;9.657.50;9.581.70;153.27M
28.03.2018;9555;9.397.80;9.555.00;9.348.90;177.67M
27.03.2018;9473.6;9.518.20;9.519.20;9.441.60;137.67M
26.03.2018;9381;9.418.10;9.460.60;9.343.30;159.53M
23.03.2018;9393.1;9.399.20;9.428.90;9.327.60;227.00M
22.03.2018;9487.4;9.580.40;9.648.30;9.432.60;199.76M
21.03.2018;9630.9;9.701.50;9.702.40;9.592.10;145.64M
20.03.2018;9681.6;9.676.30;9.693.20;9.608.50;129.60M
19.03.2018;9664.1;9.733.90;9.747.30;9.646.00;123.28M
16.03.2018;9761;9.676.20;9.800.80;9.664.00;313.97M
15.03.2018;9684.2;9.715.30;9.720.60;9.647.50;146.82M
14.03.2018;9688.5;9.698.90;9.737.40;9.632.20;159.02M
13.03.2018;9691.7;9.737.20;9.811.40;9.670.70;151.21M
12.03.2018;9727.5;9.747.40;9.761.30;9.702.50;110.66M
09.03.2018;9686.1;9.651.00;9.704.90;9.631.50;117.28M
08.03.2018;9646.2;9.617.00;9.666.40;9.564.20;144.63M
07.03.2018;9599.3;9.561.30;9.612.40;9.547.10;132.06M
06.03.2018;9586.8;9.663.60;9.677.00;9.586.30;143.03M
05.03.2018;9590.8;9.500.00;9.604.20;9.494.50;147.00M
02.03.2018;9531.1;9.680.00;9.680.00;9.510.80;208.31M
01.03.2018;9738.6;9.795.30;9.808.90;9.715.20;161.71M
28.02.2018;9840.3;9.869.80;9.887.20;9.830.20;203.42M
27.02.2018;9900.2;9.930.30;9.937.20;9.863.40;153.54M
26.02.2018;9902.4;9.888.40;9.915.10;9.841.70;156.60M
23.02.2018;9822.4;9.882.90;9.891.10;9.764.90;181.44M
22.02.2018;9876.5;9.767.60;9.903.10;9.744.90;175.18M
21.02.2018;9823.3;9.874.50;9.876.10;9.777.50;155.38M
20.02.2018;9895.3;9.806.90;9.901.10;9.806.90;153.24M
19.02.2018;9806.2;9.865.10;9.905.40;9.797.20;122.82M
16.02.2018;9832.1;9.785.20;9.839.70;9.768.70;188.85M
15.02.2018;9714.9;9.770.70;9.832.10;9.674.90;165.51M
14.02.2018;9686.2;9.715.70;9.743.90;9.595.90;178.71M
13.02.2018;9650.7;9.788.50;9.797.40;9.650.70;164.80M
12.02.2018;9771.1;9.760.10;9.815.20;9.731.00;170.17M
09.02.2018;9639.6;9.710.90;9.752.20;9.581.10;255.50M
08.02.2018;9756.3;9.928.50;9.959.80;9.726.50;228.48M
07.02.2018;9976.9;9.950.80;9.988.50;9.811.70;234.40M
06.02.2018;9810;9.794.90;9.967.30;9.721.50;313.30M
05.02.2018;10064.5;10.138.40;10.173.80;10.058.50;195.01M
02.02.2018;10211.2;10.359.30;10.369.20;10.205.30;203.69M
01.02.2018;10399;10.518.30;10.543.70;10.359.40;197.54M
31.01.2018;10451.5;10.436.40;10.482.70;10.422.10;190.19M
30.01.2018;10428.2;10.481.90;10.506.40;10.416.20;180.47M
29.01.2018;10555.6;10.605.50;10.605.70;10.540.00;150.49M
26.01.2018;10595.4;10.598.60;10.635.10;10.563.20;139.54M
25.01.2018;10595.3;10.564.60;10.630.50;10.559.70;183.93M
24.01.2018;10563;10.595.30;10.617.20;10.563.00;129.49M
23.01.2018;10609.5;10.640.30;10.643.40;10.583.70;168.20M
22.01.2018;10584;10.503.60;10.601.90;10.488.30;179.08M
19.01.2018;10479.5;10.417.50;10.500.10;10.396.20;143.56M
18.01.2018;10432.7;10.500.10;10.509.20;10.403.20;123.09M
17.01.2018;10474.6;10.475.60;10.504.90;10.441.20;144.36M
16.01.2018;10520.4;10.479.00;10.572.90;10.466.20;160.06M
15.01.2018;10467.2;10.471.60;10.493.70;10.446.90;112.26M
12.01.2018;10462.4;10.463.70;10.492.20;10.443.40;154.55M
11.01.2018;10435.2;10.435.90;10.475.00;10.401.20;208.92M
10.01.2018;10428.3;10.423.20;10.474.90;10.399.10;210.84M
09.01.2018;10426.5;10.400.90;10.461.90;10.385.60;132.57M
08.01.2018;10398.4;10.439.80;10.456.90;10.398.40;135.17M
05.01.2018;10411.4;10.343.10;10.411.40;10.343.10;145.84M
04.01.2018;10314.4;10.154.60;10.325.00;10.151.00;189.79M
03.01.2018;10116;10.101.40;10.145.20;10.083.60;137.80M
02.01.2018;10079.1;10.089.60;10.097.90;10.017.00;146.99M
29.12.2017;10043.9;10.091.30;10.100.20;10.028.70;118.04M
28.12.2017;10093.1;10.150.30;10.162.80;10.076.50;97.24M
27.12.2017;10165.2;10.167.20;10.213.20;10.138.80;96.22M
22.12.2017;10182;10.145.60;10.235.80;10.138.30;138.51M
21.12.2017;10304.6;10.192.60;10.322.60;10.144.40;152.66M
20.12.2017;10207.7;10.242.00;10.246.50;10.140.50;129.67M
19.12.2017;10234.3;10.239.00;10.283.50;10.228.40;116.42M
18.12.2017;10244.1;10.197.90;10.257.80;10.188.10;178.89M
15.12.2017;10150.4;10.156.70;10.212.30;10.113.80;321.60M
14.12.2017;10176.5;10.250.00;10.293.10;10.176.50;170.19M
13.12.2017;10260.5;10.300.20;10.355.00;10.260.50;132.94M
12.12.2017;10288.3;10.319.60;10.326.20;10.248.10;160.15M
11.12.2017;10306.9;10.339.30;10.348.80;10.285.10;141.87M
08.12.2017;10321.1;10.322.50;10.380.30;10.316.50;161.04M
07.12.2017;10262.6;10.195.80;10.271.20;10.171.30;129.94M
06.12.2017;10184;10.156.40;10.201.80;10.098.10;146.63M
05.12.2017;10211.3;10.204.60;10.246.10;10.162.30;132.39M
04.12.2017;10208.6;10.182.80;10.248.40;10.127.60;143.88M
01.12.2017;10085;10.225.50;10.225.50;10.083.80;183.51M
30.11.2017;10211;10.266.60;10.323.10;10.211.00;270.74M
29.11.2017;10267.7;10.221.80;10.314.20;10.211.10;216.02M
28.11.2017;10144.4;10.083.80;10.148.80;10.059.50;117.47M
27.11.2017;10063.1;10.027.40;10.136.60;10.014.40;114.37M
24.11.2017;10053.5;10.044.90;10.125.40;10.036.60;111.15M
23.11.2017;10032.8;9.994.10;10.079.20;9.983.20;118.61M
22.11.2017;10013.9;10.010.20;10.092.40;10.005.80;124.90M
21.11.2017;9993.4;10.017.40;10.072.20;9.989.30;146.58M
20.11.2017;10025.5;9.999.70;10.061.80;9.981.30;115.33M
17.11.2017;10010.4;10.074.40;10.087.50;9.998.70;182.67M
16.11.2017;10088.7;10.074.00;10.173.50;10.043.10;161.04M
15.11.2017;10013.9;9.920.60;10.029.80;9.889.40;178.55M
14.11.2017;9990.4;10.063.60;10.101.80;9.970.90;143.16M
13.11.2017;10049.9;10.124.00;10.124.00;9.984.20;143.99M
10.11.2017;10092.7;10.138.60;10.168.00;10.075.80;158.36M
09.11.2017;10141.1;10.223.20;10.244.70;10.117.20;163.56M
08.11.2017;10228.7;10.236.20;10.242.70;10.155.40;173.57M
07.11.2017;10230.7;10.365.70;10.376.20;10.212.50;166.40M
06.11.2017;10316.5;10.358.10;10.358.10;10.264.00;131.98M
03.11.2017;10357.8;10.463.30;10.464.30;10.295.90;190.29M
02.11.2017;10457.8;10.509.00;10.538.40;10.403.20;155.34M
01.11.2017;10506.7;10.591.40;10.594.20;10.486.20;200.54M
31.10.2017;10523.5;10.463.20;10.570.50;10.438.10;238.02M
30.10.2017;10446;10.321.20;10.470.70;10.293.00;266.08M
27.10.2017;10197.5;10.354.30;10.382.40;10.136.90;290.37M
26.10.2017;10347.8;10.140.30;10.422.70;10.121.20;374.89M
25.10.2017;10153.3;10.199.00;10.273.40;10.137.10;180.68M
24.10.2017;10205.7;10.150.60;10.235.40;10.148.30;157.49M
23.10.2017;10161.4;10.202.40;10.216.40;10.141.40;145.12M
20.10.2017;10222.7;10.202.00;10.249.00;10.176.50;196.13M
19.10.2017;10197.5;10.251.30;10.276.60;10.167.40;185.40M
18.10.2017;10273.4;10.237.00;10.283.50;10.165.40;181.89M
17.10.2017;10216.8;10.164.90;10.297.10;10.134.00;167.14M
16.10.2017;10181.4;10.244.40;10.248.70;10.153.90;155.27M
13.10.2017;10258;10.298.60;10.299.70;10.231.50;141.95M
12.10.2017;10275.9;10.284.50;10.304.00;10.244.80;117.36M
11.10.2017;10278.4;10.304.60;10.313.10;10.247.30;250.98M
10.10.2017;10142.3;10.225.00;10.225.00;10.107.80;208.20M
09.10.2017;10236;10.210.60;10.306.80;10.206.10;173.27M
06.10.2017;10185.5;10.185.20;10.214.50;10.116.60;207.01M
05.10.2017;10214.7;9.934.30;10.259.90;9.922.30;327.00M
04.10.2017;9964.9;10.226.80;10.226.80;9.947.30;348.22M
03.10.2017;10257.5;10.250.60;10.276.60;10.151.10;173.27M
02.10.2017;10255.7;10.262.30;10.327.20;10.185.90;249.45M
29.09.2017;10381.5;10.336.90;10.381.50;10.277.50;199.15M
28.09.2017;10328.5;10.381.20;10.406.50;10.319.40;178.76M
27.09.2017;10368.9;10.221.30;10.398.90;10.216.70;218.24M
26.09.2017;10189.6;10.203.80;10.224.70;10.166.70;118.76M
25.09.2017;10216.5;10.270.00;10.272.40;10.186.70;146.85M
22.09.2017;10305;10.286.60;10.313.90;10.270.90;130.09M
21.09.2017;10297;10.318.20;10.340.80;10.266.80;149.86M
20.09.2017;10292.1;10.349.00;10.375.50;10.248.40;146.94M
19.09.2017;10378.4;10.312.20;10.399.10;10.296.10;129.99M
18.09.2017;10338.4;10.358.00;10.410.20;10.330.10;133.38M
15.09.2017;10317.4;10.321.20;10.370.80;10.287.20;302.20M
14.09.2017;10361.1;10.352.70;10.365.10;10.284.30;156.38M
13.09.2017;10371;10.324.80;10.395.10;10.308.00;170.75M
12.09.2017;10336.2;10.354.50;10.372.50;10.324.70;129.03M
11.09.2017;10322.6;10.199.90;10.343.50;10.197.80;145.46M
08.09.2017;10129.6;10.118.40;10.165.70;10.087.60;141.95M
07.09.2017;10124.9;10.175.20;10.189.50;10.118.40;179.64M
06.09.2017;10131;10.130.90;10.176.90;10.096.80;132.35M
05.09.2017;10179.8;10.244.70;10.287.60;10.173.60;136.70M
04.09.2017;10243.2;10.234.10;10.274.70;10.229.80;83.20M
01.09.2017;10325.5;10.328.80;10.366.50;10.314.10;103.85M
31.08.2017;10299.5;10.279.50;10.354.30;10.275.10;179.78M
30.08.2017;10245.8;10.264.60;10.274.30;10.216.80;94.78M
29.08.2017;10192.6;10.233.20;10.244.70;10.134.30;147.97M
28.08.2017;10285.9;10.313.70;10.360.20;10.284.20;51.54M
25.08.2017;10345.3;10.373.90;10.419.80;10.334.00;71.65M
24.08.2017;10357.4;10.378.70;10.421.90;10.357.20;98.55M
23.08.2017;10338.1;10.414.00;10.445.00;10.309.80;95.49M
22.08.2017;10409.8;10.425.20;10.440.40;10.360.20;83.38M
21.08.2017;10360.2;10.360.00;10.418.20;10.330.40;84.93M
18.08.2017;10385.7;10.323.60;10.392.50;10.284.80;129.45M
17.08.2017;10443.8;10.535.70;10.537.10;10.428.60;129.09M
16.08.2017;10544.3;10.521.00;10.575.90;10.517.40;95.93M
15.08.2017;10481.5;10.489.00;10.508.70;10.436.70;79.39M
14.08.2017;10461.2;10.329.40;10.490.60;10.329.30;108.13M
11.08.2017;10282.9;10.377.30;10.399.00;10.252.40;163.18M
10.08.2017;10450;10.576.60;10.584.30;10.416.70;148.11M
09.08.2017;10596;10.681.40;10.705.90;10.525.10;153.53M
08.08.2017;10734.7;10.674.40;10.758.20;10.665.20;111.26M
07.08.2017;10676.5;10.682.80;10.689.80;10.643.50;90.55M
04.08.2017;10658.4;10.525.00;10.696.10;10.516.40;148.69M
03.08.2017;10549.1;10.487.20;10.553.80;10.416.90;133.00M
02.08.2017;10513.9;10.592.30;10.607.80;10.493.10;135.54M
01.08.2017;10586.7;10.613.40;10.622.20;10.510.90;150.97M
31.07.2017;10502.2;10.536.60;10.593.90;10.495.40;166.10M
28.07.2017;10536.1;10.574.40;10.577.30;10.497.70;226.26M
27.07.2017;10603.4;10.549.30;10.652.90;10.544.40;161.51M
26.07.2017;10575.4;10.523.80;10.584.60;10.508.50;152.25M
25.07.2017;10523.4;10.451.20;10.621.30;10.446.20;206.50M
24.07.2017;10446.5;10.432.00;10.480.20;10.368.10;161.23M
21.07.2017;10426.6;10.530.70;10.562.80;10.381.20;207.71M
20.07.2017;10564.8;10.597.40;10.627.20;10.534.80;244.52M
19.07.2017;10588.1;10.533.90;10.588.10;10.456.10;275.33M
18.07.2017;10524.5;10.616.00;10.684.60;10.511.50;179.66M
17.07.2017;10651.2;10.665.50;10.670.30;10.604.20;144.92M
14.07.2017;10655.1;10.664.60;10.704.30;10.619.30;164.86M
13.07.2017;10658.3;10.594.50;10.674.10;10.583.10;205.97M
12.07.2017;10560.4;10.482.20;10.580.50;10.470.50;191.89M
11.07.2017;10449.1;10.531.50;10.536.90;10.438.80;156.56M
10.07.2017;10509.5;10.525.40;10.535.90;10.451.40;152.20M
